ApplicantID,JobID,Rating
7084,47975,5
7085,42510,5
7096,46697,5
7100,27190,5
7101,46632,5
7104,38155,5
7105,48284,5
7105,48285,5
7109,47232,5
7109,48200,5
7109,48285,5
7109,49060,5
7126,46246,5
7126,49156,5
7132,3013,5
7149,36596,5
7150,49271,5
7151,4192,5
7151,19831,5
7158,49382,5
7168,47153,5
7175,18459,5
7179,44986,5
7189,29476,5
7191,48258,5
7198,38690,5
7198,46268,5
7234,48284,5
7245,43834,5
7270,3087,5
7294,48285,5
7298,28952,5
7307,23342,5
7329,3239,5
7344,48200,5
7345,33251,5
7346,35669,5
7379,26518,5
7379,28143,5
7381,55342,5
7389,42712,5
7389,45778,5
7389,47949,5
7423,8429,5
7423,34065,5
7453,2938,5
7453,42532,5
7464,50487,5
7489,49486,5
7506,48786,5
7506,49719,5
7520,41855,5
7530,43040,5
7560,43591,5
7569,154114,5
7573,43513,5
7594,27387,5
7630,48200,5
7637,51589,5
7659,38901,5
7665,30450,5
7721,44528,5
7739,19616,5
7766,38778,5
7770,27094,5
7773,52941,5
7783,3333,5
7783,51227,5
7783,51752,5
7783,52038,5
7783,53146,5
7783,53612,5
7789,36139,5
7805,3174,5
7812,47721,5
7827,148333,5
7857,27721,5
7858,2847,5
7866,48786,5
7878,43024,5
7903,53687,5
7904,50168,5
7936,26810,5
7951,22929,5
7953,98488,5
7953,117141,5
7954,50505,5
7956,20669,5
7956,35178,5
7956,48987,5
7956,49751,5
7956,51994,5
7997,38811,5
8021,50706,5
8034,36133,5
8059,38351,5
8081,27083,5
8081,27718,5
8124,52274,5
8159,11935,5
8159,45835,5
8159,54908,5
8162,36503,5
8169,38641,5
8172,2024,5
8211,45729,5
8221,54419,5
8226,54931,5
8256,51911,5
8268,28952,5
8268,55942,5
8291,23297,5
8291,53013,5
8294,55776,5
8311,49972,5
8311,52238,5
8314,45955,5
8350,54563,5
8365,44808,5
8382,5625,5
8382,46467,5
8392,56750,5
8408,47056,5
8408,49242,5
8408,50467,5
8408,53411,5
8408,56646,5
8427,208,5
8427,38965,5
8427,50151,5
8442,4368,5
8442,53172,5
8465,129707,5
8496,50092,5
8498,55541,5
8500,251,5
8500,4224,5
8506,231265,5
8523,98135,5
8558,4410,5
8579,9561,5
8587,54502,5
8589,43834,5
8589,78831,5
8589,91641,5
8591,49934,5
8620,49697,5
8659,7849,5
8702,14547,5
8722,52730,5
8729,52996,5
8734,54813,5
8738,57038,5
8748,113516,5
8764,1621,5
8767,44539,5
8778,70079,5
8779,51348,5
8815,101902,5
8825,56934,5
8841,56516,5
8847,89954,5
8850,25410,5
8850,34952,5
8863,43680,5
8868,30341,5
8877,48298,5
8916,98383,5
8916,131294,5
8920,55304,5
8936,49697,5
8985,66654,5
9000,60959,5
9000,62838,5
9001,63753,5
9001,66091,5
9010,64032,5
9012,63841,5
9014,63170,5
9025,63075,5
9042,67007,5
9051,65250,5
9054,63369,5
9055,66621,5
9059,61189,5
9059,61278,5
9059,62339,5
9059,63279,5
9059,63501,5
9059,66276,5
9059,89836,5
9065,65789,5
9072,85590,5
9087,525,5
9087,60334,5
9092,63951,5
9092,63952,5
9092,74880,5
9092,83336,5
9092,103197,5
9097,63167,5
9111,64699,5
9113,65110,5
9116,64032,5
9117,60217,5
9123,65282,5
9124,61017,5
9124,65038,5
9124,68671,5
9135,100802,5
9135,113175,5
9137,62765,5
9137,62778,5
9137,62866,5
9137,62948,5
9137,63172,5
9137,63416,5
9137,63550,5
9137,66451,5
9137,67721,5
9137,68059,5
9137,70795,5
9137,76334,5
9137,77155,5
9137,77781,5
9137,78110,5
9137,78637,5
9137,79135,5
9139,64813,5
9139,78510,5
9152,85247,5
9163,66469,5
9163,85415,5
9163,107364,5
9176,61828,5
9176,101083,5
9176,101903,5
9180,102065,5
9181,81930,5
9181,99923,5
9183,95043,5
9184,85594,5
9184,92736,5
9185,64655,5
9190,74267,5
9199,109435,5
9202,104316,5
9204,79332,5
9206,104322,5
9212,70181,5
9215,82506,5
9223,100369,5
9224,97263,5
9233,99560,5
9239,96388,5
9240,84045,5
9258,95315,5
9258,130475,5
9264,85720,5
9266,83779,5
9266,98759,5
9266,99517,5
9266,140701,5
9267,98815,5
9269,73519,5
9270,78919,5
9271,116123,5
9272,65287,5
9278,68250,5
9279,48200,5
9280,78330,5
9283,63388,5
9283,98611,5
9283,109612,5
9285,64769,5
9285,68261,5
9285,79848,5
9285,82735,5
9285,97143,5
9285,116488,5
9285,153234,5
9288,68857,5
9289,84476,5
9289,96680,5
9292,95976,5
9295,96301,5
9303,130600,5
9303,130605,5
9303,130606,5
9311,48284,5
9314,48285,5
9314,73642,5
9322,48200,5
9322,78336,5
9322,79637,5
9322,82562,5
9322,85549,5
9322,119516,5
9322,125506,5
9322,153340,5
9328,76705,5
9330,66779,5
9339,153720,5
9352,146195,5
9352,153769,5
9356,91289,5
9356,94147,5
9356,100683,5
9356,104990,5
9356,108163,5
9356,131078,5
9357,87066,5
9360,99304,5
9362,94593,5
9374,104226,5
9375,85412,5
9378,99872,5
9380,65282,5
9385,129961,5
9387,68250,5
9390,82601,5
9392,124145,5
9394,99264,5
9399,48200,5
9411,84507,5
9413,48200,5
9413,64769,5
9413,73519,5
9413,78336,5
9413,90346,5
9413,107151,5
9414,67056,5
9414,76549,5
9414,98807,5
9428,100638,5
9431,131875,5
9434,96132,5
9441,126634,5
9443,48200,5
9448,66189,5
9457,61662,5
9457,76949,5
9457,81301,5
9458,77095,5
9477,62296,5
9477,153745,5
9479,82642,5
9481,99052,5
9484,68250,5
9487,124958,5
9490,109668,5
9494,134344,5
9495,48285,5
9499,68166,5
9499,68250,5
9500,86203,5
9500,103353,5
9500,135084,5
9503,84274,5
9510,98712,5
9514,83946,5
9514,96951,5
9514,105092,5
9514,107215,5
9514,110960,5
9514,118843,5
9517,76073,5
9527,125897,5
9530,108969,5
9533,75984,5
9540,98140,5
9543,123465,5
9556,65282,5
9556,89976,5
9556,95586,5
9558,63182,5
9559,48285,5
9559,102301,5
9560,117514,5
9561,111227,5
9562,135435,5
9567,66503,5
9575,135165,5
9581,73897,5
9582,68250,5
9588,110972,5
9592,101414,5
9595,126503,5
9599,77428,5
9599,80449,5
9599,117417,5
9602,99444,5
9604,111567,5
9604,135632,5
9620,86933,5
9626,104697,5
9631,97074,5
9635,86893,5
9635,99291,5
9656,102822,5
9656,137701,5
9657,77471,5
9664,83015,5
9666,48200,5
9668,60902,5
9668,69139,5
9669,88003,5
9670,108821,5
9670,124449,5
9671,48284,5
9673,84254,5
9675,80106,5
9677,87998,5
9682,137897,5
9698,77054,5
9704,137484,5
9707,101273,5
9708,87957,5
9709,90414,5
9709,103735,5
9710,48200,5
9710,48284,5
9710,48285,5
9711,82468,5
9711,102898,5
9711,105295,5
9725,63430,5
9725,77579,5
9726,124315,5
9729,96356,5
9730,88740,5
9736,106732,5
9743,85937,5
9756,73171,5
9760,137244,5
9762,124222,5
9767,97044,5
9779,48200,5
9783,62383,5
9783,88211,5
9783,88214,5
9783,103342,5
9783,136642,5
9785,48200,5
9785,68250,5
9790,74699,5
9799,86197,5
9801,99050,5
9804,65282,5
9804,65287,5
9804,65313,5
9804,119647,5
9808,103029,5
9809,75072,5
9812,98197,5
9813,135165,5
9815,141101,5
9816,90155,5
9816,116163,5
9817,82414,5
9823,48284,5
9828,96113,5
9830,95296,5
9836,83262,5
9837,77843,5
9837,97087,5
9849,146027,5
9852,99894,5
9853,98938,5
9860,80932,5
9864,72495,5
9864,98606,5
9864,102453,5
9864,137763,5
9867,133372,5
9882,65282,5
9882,82601,5
9882,132432,5
9883,98152,5
9886,92346,5
9886,98514,5
9886,99131,5
9886,142439,5
9887,153234,5
9889,76815,5
9889,76860,5
9890,99466,5
9900,71434,5
9901,71600,5
9906,101005,5
9906,117343,5
9912,90719,5
9915,87729,5
9917,73804,5
9917,84410,5
9917,89904,5
9923,85408,5
9926,60874,5
9926,100998,5
9928,116331,5
9934,82414,5
9944,74822,5
9944,74823,5
9950,91285,5
9950,97255,5
9952,146630,5
9954,196,5
9957,141174,5
9965,147002,5
9968,561,5
9982,85591,5
9983,149224,5
9988,99537,5
9991,78529,5
9992,95506,5
9994,99474,5
9994,99524,5
9994,137868,5
9995,45,5
9995,196,5
9995,308,5
9995,502,5
9995,552,5
9995,601,5
9996,64809,5
9996,74245,5
9996,85577,5
9997,150,5
9997,196,5
9997,69108,5
10003,48200,5
10010,118160,5
10010,120095,5
10011,65313,5
10011,82601,5
10011,119647,5
10011,132432,5
10011,142736,5
10011,148295,5
10013,82601,5
10013,119129,5
10013,146583,5
10017,75539,5
10017,75811,5
10020,118388,5
10024,97247,5
10032,89697,5
10033,84113,5
10046,68250,5
10053,149485,5
10056,141083,5
10057,98468,5
10057,98934,5
10057,99108,5
10057,102703,5
10057,116618,5
10057,137365,5
10057,141207,5
10058,87313,5
10058,120095,5
10061,99531,5
10065,78196,5
10065,139909,5
10065,142273,5
10067,97247,5
10067,149005,5
10071,78371,5
10078,103353,5
10079,98805,5
10081,149221,5
10081,157748,5
10084,68250,5
10085,116880,5
10088,80927,5
10088,101297,5
10094,135743,5
10099,63075,5
10099,81393,5
10099,100920,5
10107,141704,5
10108,86713,5
10108,103205,5
10110,145513,5
10111,65287,5
10112,99214,5
10124,60792,5
10124,62866,5
10124,102750,5
10129,134530,5
10132,141849,5
10133,62725,5
10133,102734,5
10134,136813,5
10134,148438,5
10139,144840,5
10141,87204,5
10142,98042,5
10145,83320,5
10153,66243,5
10155,65807,5
10159,98686,5
10160,117816,5
10169,48284,5
10169,68250,5
10169,143447,5
10169,150854,5
10172,61258,5
10178,100435,5
10179,64430,5
10181,98551,5
10182,132316,5
10184,117514,5
10185,78885,5
10187,85995,5
10187,141083,5
10187,149572,5
10190,99216,5
10195,135096,5
10197,149656,5
10201,142694,5
10210,134482,5
10214,100435,5
10214,145054,5
10215,99498,5
10215,142176,5
10223,77398,5
10223,119628,5
10229,137396,5
10231,141244,5
10233,65178,5
10237,98934,5
10237,130938,5
10241,116164,5
10242,87218,5
10260,74606,5
10263,65282,5
10263,142181,5
10266,147918,5
10267,91276,5
10275,97562,5
10281,144065,5
10284,96943,5
10285,99098,5
10291,144067,5
10302,79927,5
10303,98227,5
10305,137701,5
10307,74620,5
10319,155109,5
10324,91184,5
10325,98233,5
10327,64063,5
10327,129647,5
10336,152641,5
10338,82799,5
10338,83847,5
10338,98549,5
10338,153466,5
10338,154431,5
10345,94567,5
10347,70491,5
10347,95751,5
10347,98468,5
10347,143130,5
10355,68593,5
10355,68889,5
10355,157463,5
10358,85061,5
10362,75589,5
10367,135325,5
10372,153415,5
10373,153825,5
10374,99470,5
10380,148560,5
10380,153215,5
10383,74512,5
10383,153244,5
10384,84746,5
10386,77146,5
10394,78061,5
10399,135049,5
10404,153369,5
10408,92090,5
10408,118387,5
10416,69990,5
10419,85150,5
10419,143914,5
10423,77083,5
10424,83844,5
10424,138021,5
10429,72073,5
10429,91906,5
10438,124319,5
10441,62339,5
10445,143130,5
10446,84329,5
10449,82841,5
10453,156267,5
10461,83529,5
10467,98792,5
10468,141173,5
10470,118380,5
10477,140662,5
10486,87190,5
10503,99482,5
10504,82246,5
10508,87641,5
10508,144748,5
10508,144902,5
10514,145356,5
10517,117914,5
10522,68889,5
10522,91571,5
10522,91799,5
10523,82872,5
10525,74940,5
10530,76970,5
10537,79702,5
10540,99081,5
10545,71974,5
10545,161679,5
10551,84746,5
10552,65282,5
10552,84746,5
10560,96207,5
10562,117120,5
10567,116480,5
10570,97595,5
10572,94735,5
10572,98554,5
10572,119023,5
10573,142560,5
10575,131096,5
10577,63054,5
10577,68312,5
10577,118388,5
10577,160180,5
10578,75446,5
10580,141450,5
10580,164474,5
10583,91293,5
10583,94622,5
10585,118679,5
10586,137120,5
10592,159316,5
10592,160450,5
10593,98913,5
10596,139942,5
10599,99184,5
10615,144754,5
10617,78144,5
10618,96808,5
10618,98615,5
10618,147522,5
10620,149382,5
10621,100239,5
10631,97244,5
10632,95751,5
10632,98468,5
10648,82601,5
10649,119516,5
10650,162906,5
10661,98091,5
10661,100394,5
10661,164960,5
10664,99507,5
10664,141456,5
10670,86878,5
10673,65841,5
10674,84751,5
10691,92341,5
10693,99470,5
10695,148254,5
10701,171025,5
10702,77073,5
10706,98613,5
10709,63138,5
10711,100639,5
10718,99334,5
10719,96066,5
10719,144611,5
10719,144726,5
10727,81486,5
10727,97224,5
10727,138074,5
10727,200147,5
10729,80229,5
10731,65656,5
10734,131890,5
10737,77843,5
10739,117374,5
10748,99285,5
10763,85580,5
10763,99786,5
10763,118160,5
10767,63930,5
10767,89415,5
10770,78330,5
10778,140690,5
10781,98994,5
10783,93742,5
10783,151296,5
10787,118377,5
10806,162143,5
10807,66853,5
10807,80436,5
10807,118002,5
10807,131127,5
10807,133560,5
10833,97562,5
10838,116527,5
10838,116660,5
10838,132016,5
10842,129599,5
10851,145054,5
10855,76214,5
10857,133635,5
10857,154647,5
10858,75900,5
10858,76236,5
10859,133548,5
10865,67667,5
10870,98752,5
10870,98762,5
10872,86893,5
10872,98648,5
10879,63135,5
10879,166314,5
10883,62911,5
10883,84591,5
10883,116131,5
10889,91387,5
10889,156262,5
10891,100754,5
10894,70606,5
10899,72056,5
10899,88171,5
10903,94275,5
10903,117433,5
10916,89912,5
10916,94266,5
10921,134509,5
10921,163445,5
10922,84502,5
10922,98694,5
10923,149430,5
10923,164525,5
10934,135503,5
10938,89982,5
10950,94157,5
10952,100288,5
10956,148013,5
10959,119664,5
10965,98585,5
10968,63066,5
10970,76059,5
10971,84116,5
10971,145973,5
10977,116315,5
10977,152861,5
10979,159464,5
10980,75875,5
10982,82807,5
10982,137134,5
10989,98532,5
10989,100831,5
10991,98789,5
10991,100337,5
10993,96956,5
10995,67959,5
10997,95745,5
10997,142694,5
11000,62816,5
11018,85370,5
11020,82799,5
11020,146127,5
11020,146324,5
11025,142288,5
11027,62867,5
11036,156115,5
11037,63295,5
11037,79773,5
11038,89718,5
11046,82767,5
11048,86971,5
11051,69036,5
11054,170139,5
11056,140664,5
11060,98473,5
11061,153150,5
11077,97689,5
11077,162778,5
11078,82601,5
11078,99470,5
11078,169781,5
11078,169801,5
11107,141393,5
11109,61196,5
11110,75043,5
11110,81547,5
11110,90384,5
11112,77458,5
11120,94875,5
11135,80229,5
11136,63181,5
11139,62897,5
11139,62967,5
11139,212148,5
11140,100997,5
11143,97544,5
11149,72093,5
11151,164173,5
11153,82462,5
11157,81134,5
11176,160015,5
11182,71991,5
11186,82821,5
11189,63089,5
11189,73840,5
11195,171135,5
11200,86878,5
11202,164641,5
11204,80229,5
11207,77313,5
11207,91780,5
11208,60713,5
11217,77396,5
11222,91838,5
11226,77487,5
11235,134986,5
11241,146260,5
11249,134772,5
11251,78938,5
11259,60340,5
11259,89947,5
11266,135782,5
11268,99081,5
11271,129618,5
11271,172126,5
11276,79390,5
11282,82601,5
11285,60902,5
11285,72177,5
11292,64031,5
11292,131039,5
11295,77396,5
11295,137758,5
11297,78092,5
11300,68250,5
11306,81927,5
11318,80256,5
11320,160402,5
11327,166369,5
11329,79794,5
11354,143877,5
11356,95745,5
11360,140619,5
11361,60575,5
11362,63388,5
11362,131110,5
11366,148977,5
11366,155789,5
11366,168229,5
11366,170625,5
11381,137609,5
11384,85059,5
11389,81079,5
11392,77461,5
11392,77472,5
11392,77501,5
11392,77503,5
11392,140666,5
11395,74703,5
11411,74538,5
11411,141812,5
11416,157946,5
11426,89790,5
11435,72866,5
11435,124399,5
11436,80157,5
11436,117454,5
11437,117816,5
11439,170697,5
11441,87154,5
11449,86972,5
11452,85271,5
11456,91948,5
11456,99194,5
11457,81552,5
11457,81756,5
11457,87105,5
11457,101002,5
11457,143141,5
11457,160032,5
11461,98383,5
11465,65903,5
11467,92422,5
11469,98626,5
11475,63104,5
11475,82508,5
11475,82799,5
11475,83847,5
11475,83864,5
11475,83897,5
11475,84304,5
11475,90335,5
11475,90576,5
11475,96207,5
11475,132127,5
11475,140425,5
11475,140613,5
11475,140733,5
11475,141266,5
11475,141296,5
11475,141427,5
11475,141487,5
11475,141489,5
11475,143482,5
11476,99519,5
11479,138022,5
11481,150999,5
11481,164782,5
11483,88005,5
11483,88317,5
11483,88737,5
11483,89832,5
11484,169166,5
11490,156097,5
11490,170367,5
11493,136601,5
11493,141083,5
11493,150684,5
11507,92035,5
11507,187102,5
11516,142001,5
11528,100988,5
11535,81927,5
11535,84155,5
11535,84470,5
11535,87668,5
11535,87952,5
11535,90801,5
11535,142481,5
11535,151539,5
11539,173929,5
11542,137366,5
11542,144553,5
11542,168163,5
11545,156079,5
11552,69990,5
11554,137366,5
11557,82508,5
11557,84751,5
11557,98329,5
11561,98598,5
11565,79649,5
11565,150778,5
11569,174860,5
11570,117345,5
11582,118379,5
11582,158414,5
11589,117331,5
11591,99474,5
11596,151062,5
11601,173584,5
11604,175360,5
11607,60506,5
11607,75393,5
11614,99470,5
11618,99602,5
11618,141254,5
11635,135813,5
11641,84449,5
11641,98343,5
11653,157914,5
11661,158995,5
11662,148374,5
11670,62928,5
11670,97058,5
11683,84616,5
11685,85275,5
11692,63930,5
11693,91289,5
11704,186067,5
11709,98994,5
11712,83438,5
11712,131266,5
11713,75937,5
11719,457,5
11719,704,5
11719,73278,5
11719,173494,5
11727,86036,5
11749,135503,5
11756,89523,5
11764,91285,5
11764,158609,5
11764,173047,5
11767,141083,5
11767,178952,5
11773,169104,5
11787,60495,5
11788,151514,5
11791,73519,5
11799,80579,5
11802,129850,5
11802,146195,5
11802,167469,5
11802,180490,5
11802,180496,5
11806,82766,5
11811,89895,5
11821,170973,5
11822,90270,5
11836,85262,5
11839,66629,5
11855,131113,5
11861,65563,5
11862,135147,5
11878,74512,5
11882,151552,5
11883,80366,5
11883,82799,5
11883,137366,5
11885,166742,5
11891,168897,5
11897,183145,5
11902,62874,5
11903,82799,5
11910,179316,5
11910,183019,5
11919,99759,5
11923,171501,5
11927,79796,5
11927,82293,5
11927,140068,5
11927,163953,5
11929,66631,5
11930,141704,5
11931,139926,5
11932,98846,5
11936,84616,5
11941,172798,5
11942,75178,5
11942,100492,5
11951,142122,5
11961,170354,5
11964,174820,5
11965,98788,5
11969,77094,5
11969,96580,5
11981,176011,5
11988,82816,5
11988,143373,5
11998,85408,5
12008,74020,5
12012,75769,5
12018,82188,5
12018,181749,5
12027,73171,5
12028,80544,5
12037,89810,5
12042,159785,5
12042,206590,5
12043,98994,5
12055,69818,5
12059,83198,5
12074,136886,5
12075,82601,5
12090,68165,5
12097,99646,5
12101,82768,5
12101,99092,5
12110,100241,5
12115,180839,5
12116,129738,5
12124,98936,5
12126,69751,5
12129,144301,5
12129,151494,5
12130,82007,5
12131,66400,5
12131,91005,5
12140,87729,5
12143,76954,5
12144,79736,5
12148,157396,5
12149,99920,5
12157,92645,5
12159,84448,5
12164,83860,5
12165,82093,5
12165,90422,5
12170,98739,5
12170,141018,5
12171,177827,5
12179,82601,5
12181,77011,5
12181,83297,5
12182,98752,5
12200,95635,5
12202,80366,5
12202,133664,5
12207,182111,5
12212,64769,5
12212,68250,5
12212,70181,5
12212,72258,5
12212,82735,5
12212,84616,5
12212,149999,5
12212,169267,5
12213,98680,5
12213,147318,5
12216,76557,5
12224,83320,5
12225,177214,5
12225,180567,5
12226,72073,5
12242,78542,5
12242,91445,5
12247,160897,5
12247,187590,5
12252,167735,5
12252,183449,5
12255,99380,5
12256,141083,5
12260,92612,5
12261,182309,5
12266,77108,5
12266,78022,5
12266,129759,5
12266,187700,5
12278,85037,5
12284,97247,5
12289,181404,5
12290,84309,5
12293,81941,5
12294,160194,5
12298,99484,5
12303,79736,5
12306,170181,5
12310,85568,5
12315,132127,5
12320,98585,5
12320,186904,5
12330,99404,5
12333,169818,5
12334,172740,5
12335,147116,5
12339,92014,5
12344,154274,5
12344,176205,5
12353,86958,5
12354,82290,5
12355,87778,5
12355,99143,5
12364,89686,5
12366,79924,5
12367,171143,5
12375,184171,5
12384,64263,5
12389,159918,5
12392,118159,5
12406,64047,5
12406,184101,5
12412,149331,5
12415,83581,5
12420,178407,5
12429,75304,5
12436,90205,5
12438,142362,5
12441,181861,5
12454,82863,5
12455,97767,5
12459,83897,5
12459,183527,5
12464,68250,5
12464,146253,5
12468,188960,5
12471,98762,5
12472,221867,5
12484,169368,5
12487,152593,5
12493,79777,5
12493,158440,5
12493,191047,5
12495,99045,5
12499,203936,5
12509,73769,5
12515,98670,5
12536,77095,5
12545,186359,5
12547,84360,5
12555,98233,5
12556,86001,5
12576,134483,5
12579,268,5
12582,63262,5
12582,82421,5
12583,182715,5
12584,62767,5
12595,73990,5
12596,165173,5
12604,82601,5
12605,185373,5
12606,148893,5
12612,190658,5
12615,99081,5
12615,99484,5
12616,66302,5
12616,140168,5
12616,143674,5
12616,150179,5
12619,99786,5
12619,191485,5
12622,90884,5
12622,149922,5
12636,169421,5
12637,84861,5
12638,131090,5
12651,98589,5
12651,152391,5
12651,152812,5
12651,152837,5
12651,157946,5
12655,87732,5
12658,169036,5
12664,75652,5
12664,172528,5
12671,141558,5
12673,85019,5
12679,117313,5
12681,98534,5
12700,155156,5
12721,165760,5
12722,155743,5
12726,75787,5
12726,82483,5
12726,83837,5
12726,95994,5
12726,140630,5
12726,140635,5
12726,145639,5
12728,173547,5
12732,99092,5
12734,72073,5
12736,160379,5
12737,80410,5
12739,144046,5
12744,175167,5
12749,98548,5
12749,165620,5
12749,190751,5
12756,141057,5
12757,73179,5
12757,170898,5
12773,135526,5
12798,76485,5
12809,175065,5
12809,177745,5
12822,169123,5
12825,145018,5
12826,180938,5
12835,142288,5
12843,64459,5
12845,148635,5
12845,165173,5
12845,187817,5
12856,68550,5
12856,142028,5
12857,134292,5
12858,175049,5
12862,146340,5
12864,132127,5
12864,163752,5
12871,182044,5
12894,178810,5
12920,138087,5
12923,192490,5
12929,184619,5
12936,180495,5
12937,174867,5
12937,178251,5
12949,98586,5
12952,193307,5
12953,68055,5
12954,150718,5
12957,198248,5
12972,60252,5
12984,142652,5
12990,196639,5
12995,192503,5
13012,175378,5
13018,200624,5
13021,194814,5
13040,147050,5
13050,173973,5
13066,135612,5
13090,173584,5
13093,134498,5
13116,181590,5
13121,133254,5
13125,190778,5
13140,71281,5
13143,134304,5
13148,143977,5
13150,148342,5
13160,150718,5
13165,194165,5
13167,150718,5
13192,68231,5
13192,132232,5
13199,179726,5
13201,190745,5
13208,97148,5
13215,182058,5
13215,201505,5
13219,62580,5
13219,134905,5
13228,138193,5
13240,199988,5
13268,193314,5
13272,182825,5
13289,193112,5
13296,74995,5
13306,173010,5
13308,136417,5
13311,140772,5
13323,201819,5
13327,185771,5
13327,196669,5
13327,204088,5
13334,169436,5
13339,183557,5
13339,201532,5
13343,175454,5
13343,192321,5
13351,201532,5
13356,169780,5
13367,182371,5
13371,118186,5
13371,176125,5
13374,168349,5
13374,189924,5
13377,191210,5
13388,62306,5
13388,84621,5
13388,118145,5
13388,143196,5
13388,159656,5
13388,174072,5
13388,179289,5
13388,182508,5
13388,193438,5
13388,200709,5
13388,204138,5
13390,167259,5
13393,140885,5
13396,204379,5
13397,175024,5
13397,193358,5
13406,170052,5
13414,191954,5
13433,189669,5
13440,129636,5
13441,201170,5
13445,201532,5
13452,137134,5
13475,140217,5
13480,146310,5
13487,144696,5
13489,143441,5
13507,141682,5
13509,204681,5
13515,195224,5
13517,199363,5
13518,99763,5
13526,167199,5
13526,206070,5
13528,185452,5
13533,140801,5
13553,142614,5
13556,251153,5
13561,137592,5
13567,91641,5
13571,171162,5
13598,206058,5
13600,134484,5
13602,191647,5
13618,145493,5
13628,141765,5
13629,85097,5
13629,206083,5
13634,184808,5
13638,170716,5
13651,132161,5
13651,205229,5
13655,99681,5
13659,179149,5
13670,188954,5
13675,193293,5
13677,92562,5
13677,98655,5
13677,141682,5
13683,98863,5
13683,137412,5
13683,140457,5
13683,145043,5
13691,183294,5
13691,195554,5
13692,141457,5
13700,100305,5
13700,135782,5
13709,221597,5
13711,193416,5
13713,209939,5
13716,131783,5
13716,197224,5
13722,138201,5
13722,174993,5
13722,188811,5
13723,197100,5
13726,179728,5
13726,232203,5
13727,173514,5
13735,169262,5
13751,150718,5
13755,118384,5
13756,141682,5
13757,98575,5
13759,199020,5
13764,146875,5
13768,143410,5
13768,187359,5
13768,209938,5
13772,209135,5
13790,140699,5
13791,200531,5
13795,187591,5
13798,201479,5
13818,141414,5
13827,231297,5
13839,142627,5
13857,178970,5
13860,147140,5
13863,210700,5
13875,148635,5
13875,180775,5
13875,180814,5
13875,182103,5
13875,221359,5
13880,221087,5
13881,100969,5
13891,216945,5
13904,85173,5
13922,199198,5
13936,221890,5
13941,221890,5
13942,221890,5
13944,221890,5
13945,221890,5
13946,221890,5
13947,224056,5
13948,210700,5
13952,221890,5
13954,221890,5
13955,159308,5
13955,218561,5
13955,220776,5
